弹丸节约,2,特殊射击强化,1,1,1,0,269484045
匠,2,无伤,1,0,0,0,269484045
零件改造,1,拔刀术【力】,2,4,0,0,269484045
减轻胆怯,2,冰属性攻击强化,1,2,1,1,269484045
防御性能,2,速射强化,1,2,0,0,269484045
刃鳞打磨,1,,0,,0,3,1,1,269484045
道具使用强化,3,水属性攻击强化,1,3,2,1,269484045
体力回复量提升,2,装填速度,1,4,0,0,269484045
最爱蘑菇,1,骑乘名人,1,1,1,1,269484045
泡沫之舞,1,合气,1,3,2,0,269484045
快吃,1,骑乘名人,1,4,0,0,269484045
减轻后坐力,2,泡沫之舞,1,3,2,0,269484045
特殊射击强化,1,会心击【属性】,1,4,0,0,269484045
击晕术,1,拔刀术【力】,2,3,2,1,269484045
泡沫之舞,3,夺取耐力,1,2,2,0,269484045
爆破属性强化,2,攻势,1,0,0,0,269484045
弱点特效,1,耐力急速回复,1,4,0,0,269484045
风压耐性,2,滑走强化,1,2,1,1,269484045
破坏王,2,攻势,1,2,0,0,269484045
提供,1,刃鳞打磨,2,3,1,0,269484045
合气,2,击晕术,2,2,1,0,269484045
快吃,1,耐震,1,4,0,0,269484045
弹丸节约,1,防御,2,3,1,0,269484045
纳刀术,3,回复速度,2,4,0,0,269484045
提供,1,属性异常状态的耐性,2,2,1,1,269484045
耐震,1,防御强化,1,1,1,1,269484045
减轻胆怯,2,体力回复量提升,2,4,0,0,269484045
攻击,2,吹笛名人,1,1,1,1,269484045
纳刀术,3,砥石使用高速化,1,4,0,0,269484045
纳刀术,2,拔刀术【力】,1,2,2,1,269484045
拔刀术【力】,2,心眼,1,1,1,1,269484045
耐震,2,合气,1,3,1,0,269484045
走壁移动【翔】,1,防御性能,1,4,0,0,269484045
夺取耐力,1,弹丸节约,1,4,0,0,269484045
拔刀术【力】,2,弹道强化,2,3,0,0,269484045
精灵加护,1,吹笛名人,1,4,0,0,269484045
刃鳞打磨,2,饥饿耐性,2,1,1,0,269484045
防御,2,风压耐性,2,4,0,0,269484045
减轻胆怯,3,攻击守势,1,1,1,0,269484045
高速变形,2,滑走强化,1,4,0,0,269484045
防御,1,砥石使用高速化,1,2,1,1,269484045
回避距离提升,1,不屈,1,2,1,1,269484045
高速变形,3,逆袭,2,3,0,0,269484045
鬼火缠,1,挑战者,2,3,0,0,269484045
砥石使用高速化,2,减轻后坐力,1,2,2,1,269484045
击晕术,2,骑乘名人,1,2,2,0,269484045
击晕术,1,墙面移动,2,2,1,1,269484045
骑乘名人,1,满足感,2,3,2,0,269484045
特殊射击强化,2,装填速度,1,1,1,1,269484045
回复速度,2,火属性攻击强化,2,4,0,0,269484045
道具使用强化,2,连击,1,3,0,0,269484045
击晕术,1,道具使用强化,2,2,2,1,269484045
高速变形,2,砥石使用高速化,2,2,2,1,269484045
减轻胆怯,2,属性异常状态的耐性,2,4,0,0,269484045
泡沫之舞,2,昏厥耐性,1,3,2,0,269484045
蓄力大师,2,,0,,0,4,0,0,269484045
特殊射击强化,1,超会心,1,3,0,0,269484045
装填速度,2,墙面移动,2,2,2,1,269484045
防御,2,吹笛名人,1,3,1,1,269484045
广域化,1,快吃,2,2,2,1,269484045
提供,1,体力回复量提升,2,4,0,0,269484045
合气,1,冰属性攻击强化,1,3,2,1,269484045
拔刀术【力】,2,连击,1,1,1,0,269484045
怨恨,1,弹道强化,1,2,0,0,269484045
高速变形,2,回避性能,1,3,2,0,269484045
击晕术,3,爆破属性强化,1,1,1,1,269484045
满足感,2,耐力急速回复,2,2,1,0,269484045
风压耐性,2,昏厥耐性,1,2,1,1,269484045
夺取耐力,1,刃鳞打磨,1,4,0,0,269484045
弹丸节约,1,刚刃研磨,2,3,0,0,269484045
饥饿耐性,3,龙属性攻击强化,2,3,2,0,269484045
火场怪力,2,高速变形,1,3,0,0,269484045
不屈,1,饥饿耐性,2,4,0,0,269484045
纳刀术,1,防御性能,1,4,0,0,269484045
攻击,1,快吃,1,1,1,1,269484045
泡沫之舞,3,纳刀术,1,4,0,0,269484045
不屈,1,最爱蘑菇,1,3,0,0,269484045
风压耐性,1,力量解放,1,4,0,0,269484045
拔刀术【力】,2,破坏王,1,4,0,0,269484045
滑走强化,1,耳塞,2,2,1,1,269484045
砥石使用高速化,1,装填速度,2,4,0,0,269484045
广域化,3,回避性能,1,2,1,1,269484045
防御,3,满足感,3,3,1,0,269484045
回避距离提升,3,减轻胆怯,1,4,0,0,269484045
回复速度,1,睡眠属性强化,1,4,0,0,269484045
吹笛名人,1,剥取铁人,1,4,0,0,269484045
拔刀术【力】,3,火场怪力,2,3,0,0,269484045
回复速度,2,连击,1,3,0,0,269484045
击晕术,2,耐震,2,3,2,0,269484045
通常弹・连射箭强化,1,泡沫之舞,1,1,1,1,269484045
减轻胆怯,1,防御,3,4,0,0,269484045
连击,2,通常弹・连射箭强化,1,1,0,0,269484045
泡沫之舞,1,回避距离提升,2,3,1,1,269484045
走壁移动【翔】,1,利刃,1,4,0,0,269484045
击晕术,3,装填速度,2,2,2,0,269484045
逆袭,1,爆破属性强化,1,4,0,0,269484045
因祸得福,2,,0,,0,3,1,0,269484045
昏厥耐性,3,回避性能,1,3,2,1,269484045
减轻胆怯,1,耐震,1,4,0,0,269484045
装填速度,3,纳刀术,1,3,2,0,269484045
砥石使用高速化,2,夺取耐力,3,4,0,0,269484045
弱点特效,2,破坏王,1,3,1,0,269484045
减轻后坐力,3,骑乘名人,1,4,0,0,269484045
特殊射击强化,2,泡沫之舞,2,2,0,0,269484045
鬼火缠,2,广域化,2,1,1,1,269484045
回避距离提升,1,高速变形,1,2,2,1,269484045
快吃,1,连击,1,1,1,1,269484045
逆袭,2,破坏王,1,4,0,0,269484045
不屈,1,夺取耐力,2,2,2,1,269484045
耳塞,3,不屈,1,4,0,0,269484045
回避距离提升,2,耳塞,1,3,1,0,269484045
高速变形,3,耳塞,1,4,0,0,269484045
回避距离提升,3,击晕术,1,4,0,0,269484045
风压耐性,2,贯穿弹・贯穿箭强化,1,4,0,0,269484045
弹丸节约,2,快吃,1,1,1,0,269484045
回避距离提升,2,精灵加护,2,4,0,0,269484045
拔刀术【力】,2,耳塞,1,2,1,1,269484045
集中,1,体力回复量提升,1,2,1,1,269484045
攻击,1,不屈,1,1,1,1,269484045
耳塞,1,耐力急速回复,1,4,0,0,269484045
回避距离提升,2,昏厥耐性,1,4,0,0,269484045
无伤,2,耐震,2,1,1,1,269484045
利刃,1,合气,1,1,1,1,269484045
风压耐性,2,精神抖擞,1,1,1,1,269484045
耐震,3,砥石使用高速化,2,3,2,0,269484045
防御,2,会心击【属性】,2,4,0,0,269484045
提供,1,破坏王,1,4,0,0,269484045
砥石使用高速化,2,骑乘名人,1,2,2,0,269484045
合气,2,拔刀术【技】,1,3,0,0,269484045
装填速度,1,减轻胆怯,2,4,0,0,269484045
减轻后坐力,2,体术,2,2,1,1,269484045
逆袭,2,鬼火缠,1,4,0,0,269484045
精神抖擞,2,挑战者,1,2,1,0,269484045
回避性能,1,拔刀术【力】,1,2,2,0,269484045
耐震,3,防御,1,2,2,1,269484045
减轻后坐力,3,风压耐性,2,3,2,1,269484045
抑制偏移,3,蓄力大师,1,1,1,0,269484045
力量解放,1,合气,1,1,1,1,269484045
麻痹属性强化,2,夺取耐力,2,3,0,0,269484045
睡眠属性强化,2,攻势,1,0,0,0,269484045
装填速度,2,防御,3,4,0,0,269484045
体力回复量提升,1,利刃,1,4,0,0,269484045
砥石使用高速化,2,夺取耐力,1,2,1,1,269484045
走壁移动【翔】,1,砥石使用高速化,2,3,1,1,269484045
破坏王,2,广域化,1,2,1,1,269484045
击晕术,1,回复速度,1,3,1,1,269484045
纳刀术,2,睡眠属性强化,1,4,0,0,269484045
精灵加护,3,广域化,2,3,1,0,269484045
风压耐性,2,睡眠属性强化,2,1,1,1,269484045
打磨术【锐】,2,合气,1,1,1,0,269484045
体力回复量提升,2,吹笛名人,1,3,1,1,269484045
昏厥耐性,2,强化持续,1,4,0,0,269484045
打磨术【锐】,2,减轻胆怯,1,2,1,0,269484045
高速变形,1,道具使用强化,1,3,2,0,269484045
广域化,2,装填速度,2,3,1,0,269484045
昏厥耐性,3,道具使用强化,1,2,1,1,269484045
拔刀术【力】,2,蓄力大师,1,4,0,0,269484045
耐震,2,满足感,2,2,2,0,269484045
夺取耐力,1,耐震,2,3,1,1,269484045
耳塞,1,精灵加护,1,2,2,1,269484045
泡沫之舞,2,滑走强化,1,4,0,0,269484045
风压耐性,2,利刃,2,1,1,0,269484045
击晕术,2,逆袭,1,2,2,1,269484045
拔刀术【力】,3,减轻后坐力,2,2,1,0,269484045
风压耐性,1,攻势,1,1,1,1,269484045
精灵加护,2,水属性攻击强化,1,4,0,0,269484045
提供,1,回复速度,3,4,0,0,269484045
精灵加护,1,拔刀术【技】,1,3,0,0,269484045
骑乘名人,1,走壁移动【翔】,1,3,1,1,269484045
高速变形,3,集中,1,1,1,0,269484045
防御,3,火场怪力,1,2,1,0,269484045
不屈,1,广域化,1,2,1,1,269484045
纳刀术,3,鬼火缠,1,1,1,0,269484045
回复速度,3,属性异常状态的耐性,1,3,2,0,269484045
提供,1,墙面移动,3,4,0,0,269484045
墙面移动,1,强化持续,1,4,0,0,269484045
精灵加护,1,通常弹・连射箭强化,2,3,0,0,269484045
减轻胆怯,2,火场怪力,2,1,1,0,269484045
鬼火缠,2,看破,1,1,1,1,269484045
装填速度,2,泡沫之舞,2,4,0,0,269484045
体力回复量提升,3,逆袭,1,4,0,0,269484045
风压耐性,2,饥饿耐性,2,3,2,0,269484045
通常弹・连射箭强化,2,防御,1,1,1,1,269484045
墙面移动,2,饥饿耐性,2,3,1,1,269484045
不屈,1,耐震,1,2,1,1,269484045
击晕术,2,耳塞,1,3,1,1,269484045
墙面移动,2,爆破属性强化,1,2,1,1,269484045
装填速度,3,体力回复量提升,2,2,1,1,269484045
不屈,1,减轻后坐力,1,4,0,0,269484045
击晕术,2,水属性攻击强化,2,4,0,0,269484045
饥饿耐性,3,夺取耐力,2,2,1,1,269484045
砥石使用高速化,1,因祸得福,1,3,1,1,269484045
逆袭,1,精灵加护,1,3,1,1,269484045
骑乘名人,1,爆破属性强化,2,3,1,0,269484045
挑战者,1,体力回复量提升,2,1,1,1,269484045
拔刀术【力】,3,强化持续,2,1,0,0,269484045
砥石使用高速化,2,广域化,1,2,2,0,269484045
饥饿耐性,2,破坏王,1,2,1,1,269484045
无伤,2,不屈,1,1,1,0,269484045
耳塞,1,弹道强化,2,1,1,1,269484045
不屈,1,抑制偏移,1,3,1,1,269484045
会心击【属性】,2,,0,,0,2,1,1,269484045
饥饿耐性,3,滑走强化,1,4,0,0,269484045
抑制偏移,1,吹笛名人,1,3,1,1,269484045
纳刀术,1,怨恨,1,2,1,1,269484045
精灵加护,2,提供,1,2,2,0,269484045
高速变形,2,减轻胆怯,1,4,0,0,269484045
破坏王,3,打磨术【锐】,1,3,0,0,269484045
高速变形,2,火属性攻击强化,2,2,1,1,269484045
纳刀术,3,减轻胆怯,2,2,2,0,269484045
回避距离提升,2,滑走强化,1,3,2,0,269484045
装填扩充,1,,0,,0,3,1,0,269484045
防御,1,吹笛名人,1,4,0,0,269484045
死里逃生,2,睡眠属性强化,2,1,0,0,269484045
饥饿耐性,3,雷属性攻击强化,1,4,0,0,269484045
火场怪力,3,精灵加护,1,2,0,0,269484045
炮弹装填,1,怨恨,2,2,0,0,269484045
装填扩充,2,吹笛名人,1,2,1,0,269484045
道具使用强化,2,不屈,1,2,1,1,269484045
快吃,2,回复速度,2,3,2,0,269484045
特殊射击强化,1,防御性能,1,3,0,0,269484045
夺取耐力,2,回复速度,3,3,2,0,269484045
提供,1,墙面移动,2,3,1,1,269484045
快吃,2,通常弹・连射箭强化,1,1,1,1,269484045
滑走强化,1,不屈,1,2,1,1,269484045
挑战者,2,刚刃研磨,1,2,1,0,269484045
泡沫之舞,1,体力回复量提升,2,4,0,0,269484045
合气,1,属性异常状态的耐性,1,2,2,1,269484045
装填速度,2,毒属性强化,1,3,1,1,269484045
满足感,2,泡沫之舞,2,4,0,0,269484045
击晕术,2,耐震,1,2,1,1,269484045
体术,2,鬼火缠,1,3,0,0,269484045
满足感,2,剥取铁人,1,3,2,0,269484045
道具使用强化,2,泡沫之舞,2,4,0,0,269484045
耐震,2,逆袭,1,2,2,0,269484045
耐震,2,拔刀术【力】,1,4,0,0,269484045
特殊射击强化,2,精灵加护,1,2,1,0,269484045
减轻胆怯,2,抑制偏移,1,4,0,0,269484045
达人艺,2,,0,,0,2,1,0,269484045
快吃,1,爆破属性强化,1,4,0,0,269484045
泡沫之舞,2,火属性攻击强化,1,2,2,1,269484045
砥石使用高速化,1,滑走强化,1,3,2,1,269484045
昏厥耐性,1,属性异常状态的耐性,1,3,2,0,269484045
破坏王,1,零件改造,1,3,1,0,269484045
昏厥耐性,2,减轻后坐力,1,2,1,1,269484045
翔虫使,3,体力回复量提升,2,4,0,0,269484045
风压耐性,3,无伤,1,1,1,1,269484045
减轻后坐力,2,高速变形,1,4,0,0,269484045
攻势,2,合气,1,3,1,0,269484045
死里逃生,1,快吃,2,1,1,1,269484045
减轻胆怯,1,击晕术,2,4,0,0,269484045
高速变形,1,砥石使用高速化,1,4,0,0,269484045
合气,2,装填速度,2,2,1,1,269484045
抑制偏移,3,墙面移动,3,3,1,0,269484045
回避距离提升,1,合气,1,2,1,1,269484045
打磨术【锐】,1,连击,1,3,1,0,269484045
精灵加护,1,减轻后坐力,1,3,1,1,269484045
广域化,3,剥取铁人,1,4,0,0,269484045
睡眠属性强化,2,,0,,0,3,1,0,269484045
提供,1,弹丸节约,2,3,0,0,269484045
精灵加护,1,广域化,1,2,2,1,269484045
夺取耐力,2,提供,1,4,0,0,269484045
回避性能,1,抑制偏移,2,4,0,0,269484045
回避性能,2,攻势,1,4,0,0,269484045
不屈,1,龙属性攻击强化,1,2,1,1,269484045
墙面移动,3,合气,1,2,2,0,269484045
骑乘名人,1,装填速度,2,3,1,0,269484045
心眼,2,提供,1,1,1,0,269484045
合气,2,力量解放,2,2,0,0,269484045
逆袭,1,翔虫使,2,3,2,0,269484045
体术,1,无伤,1,3,1,0,269484045
提供,1,雷属性攻击强化,1,2,1,1,269484045
抑制偏移,2,耐震,1,4,0,0,269484045
鬼火缠,1,防御强化,1,3,0,0,269484045
通常弹・连射箭强化,2,,0,,0,3,1,1,269484045
破坏王,2,冰属性攻击强化,2,3,1,1,269484045
破坏王,3,满足感,1,3,1,0,269484045
防御性能,2,,0,,0,4,0,0,269484045
快吃,3,鬼火缠,1,2,0,0,269484045
装填速度,1,破坏王,1,4,0,0,269484045
风压耐性,1,水属性攻击强化,1,2,2,1,269484045
翔虫使,3,减轻后坐力,1,4,0,0,269484045
广域化,2,击晕术,1,3,1,1,269484045
泡沫之舞,1,弹丸节约,2,2,1,0,269484045
回避性能,1,属性异常状态的耐性,2,4,0,0,269484045
炮术,2,,0,,0,3,0,0,269484045
道具使用强化,2,高速变形,1,2,2,0,269484045
风压耐性,3,冰属性攻击强化,2,3,1,0,269484045
减轻后坐力,2,墙面移动,2,3,1,0,269484045
耐震,2,龙属性攻击强化,1,2,1,1,269484045
快吃,2,拔刀术【技】,1,4,0,0,269484045
破坏王,3,拔刀术【力】,1,2,1,1,269484045
高速变形,1,抑制偏移,2,2,1,1,269484045
风压耐性,3,翔虫使,2,4,0,0,269484045
回避性能,2,逆袭,1,4,0,0,269484045
抑制偏移,2,泡沫之舞,1,4,0,0,269484045
夺取耐力,1,特殊射击强化,1,1,1,1,269484045
饥饿耐性,2,抑制偏移,2,2,1,1,269484045
耐震,1,毒属性强化,1,4,0,0,269484045
风压耐性,3,击晕术,2,2,1,0,269484045
昏厥耐性,1,墙面移动,1,3,2,1,269484045
高速变形,3,广域化,1,3,1,0,269484045
逆袭,1,耐震,2,4,0,0,269484045
高速变形,2,体力回复量提升,2,2,1,1,269484045
纳刀术,2,回复速度,2,3,1,0,269484045
防御,3,减轻胆怯,1,2,2,0,269484045
回复速度,3,道具使用强化,2,4,0,0,269484045
看破,3,防御强化,1,3,1,0,269484045
墙面移动,2,昏厥耐性,2,3,2,0,269484045
砥石使用高速化,3,拔刀术【力】,2,2,1,0,269484045
破坏王,1,连击,2,2,1,0,269484045
利刃,2,不屈,1,2,0,0,269484045
广域化,1,昏厥耐性,1,4,0,0,269484045
高速变形,3,爆破属性强化,1,1,1,0,269484045
广域化,2,怨恨,2,1,1,1,269484045
刃鳞打磨,2,,0,,0,1,1,1,269484045
逆袭,1,连击,1,2,1,0,269484045
蓄力大师,2,泡沫之舞,2,1,1,0,269484045
风压耐性,2,不屈,1,2,1,1,269484045
精灵加护,1,装填扩充,1,3,0,0,269484045
回复速度,2,精神抖擞,2,1,1,0,269484045
刚刃研磨,2,抑制偏移,1,1,1,1,269484045
砥石使用高速化,3,减轻胆怯,2,3,1,0,269484045
破坏王,2,蓄力大师,1,2,1,0,269484045
合气,1,减轻后坐力,1,2,1,1,269484045
体力回复量提升,2,冰属性攻击强化,2,3,2,1,269484045
昏厥耐性,3,连击,1,1,1,0,269484045
击晕术,3,火属性攻击强化,1,3,1,0,269484045
满足感,1,快吃,1,3,1,1,269484045
道具使用强化,1,幸运,1,4,0,0,269484045
合气,1,减轻后坐力,2,4,0,0,269484045
满足感,2,击晕术,2,3,1,0,269484045
防御性能,3,体术,2,2,0,0,269484045
吹笛名人,1,满足感,3,3,1,1,269484045
快吃,2,泡沫之舞,1,4,0,0,269484045
耐震,2,连击,2,1,1,0,269484045
满足感,2,拔刀术【力】,2,3,2,0,269484045
弹丸节约,2,走壁移动【翔】,1,3,1,0,269484045
击晕术,3,昏厥耐性,2,2,1,1,269484045
力量解放,3,砥石使用高速化,1,2,0,0,269484045
防御,2,鬼火缠,2,2,1,1,269484045
广域化,2,水属性攻击强化,1,3,1,1,269484045
破坏王,2,回复速度,2,4,0,0,269484045
挑战者,2,麻痹属性强化,2,1,1,0,269484045
逆袭,2,道具使用强化,1,3,2,1,269484045
抑制偏移,1,雷属性攻击强化,1,3,2,1,269484045
攻击守势,1,,0,,0,2,1,1,269484045
击晕术,1,怨恨,1,4,0,0,269484045
昏厥耐性,2,减轻胆怯,1,2,2,1,269484045
翔虫使,2,滑走强化,1,4,0,0,269484045
击晕术,2,冰属性攻击强化,2,2,1,1,269484045
怨恨,2,墙面移动,1,4,0,0,269484045
装填速度,2,不屈,1,2,2,0,269484045
饥饿耐性,2,耐震,2,2,1,1,269484045
不屈,1,破坏王,1,2,1,1,269484045
精灵加护,1,强化持续,1,1,1,1,269484045
体术,1,打磨术【锐】,1,3,0,0,269484045
爆破属性强化,1,满足感,1,1,1,1,269484045
广域化,1,装填速度,2,3,2,0,269484045
砥石使用高速化,1,速射强化,1,3,1,0,269484045
耐震,2,火场怪力,1,3,1,0,269484045
泡沫之舞,2,滑走强化,1,3,1,1,269484045
提供,1,饥饿耐性,2,2,2,0,269484045
合气,1,睡眠属性强化,1,1,1,1,269484045
精神抖擞,2,雷属性攻击强化,2,4,0,0,269484045
夺取耐力,2,耐震,1,3,1,1,269484045
剥取铁人,1,龙属性攻击强化,1,4,0,0,269484045
体力回复量提升,3,提供,1,3,1,1,269484045
广域化,3,贯穿弹・贯穿箭强化,1,3,0,0,269484045
墙面移动,3,精灵加护,1,2,2,0,269484045
击晕术,2,弹丸节约,1,4,0,0,269484045
抑制偏移,2,逆袭,2,2,2,0,269484045
墙面移动,2,攻击,2,4,0,0,269484045
快吃,2,攻势,1,1,1,1,269484045
砥石使用高速化,2,翔虫使,2,2,2,0,269484045
破坏王,3,昏厥耐性,1,3,2,0,269484045
精灵加护,3,纳刀术,1,4,0,0,269484045
精神抖擞,2,不屈,1,3,1,1,269484045
纳刀术,3,装填速度,2,3,1,0,269484045
剥取铁人,1,走壁移动【翔】,1,4,0,0,269484045
零件改造,2,连击,1,1,0,0,269484045
回避性能,3,减轻后坐力,1,4,0,0,269484045
饥饿耐性,3,高速变形,1,3,1,0,269484045
回避距离提升,2,利刃,2,1,1,0,269484045
快吃,2,走壁移动【翔】,1,4,0,0,269484045
耳塞,1,蓄力大师,2,3,0,0,269484045
弹道强化,1,纳刀术,1,4,0,0,269484045
快吃,2,攻势,1,3,0,0,269484045
破坏王,1,龙属性攻击强化,2,3,1,0,269484045
强化持续,2,昏厥耐性,2,3,1,0,269484045
合气,1,耐震,1,4,0,0,269484045
回避距离提升,2,水属性攻击强化,2,2,1,1,269484045
翔虫使,2,睡眠属性强化,1,1,1,1,269484045
泡沫之舞,2,打磨术【锐】,1,3,1,0,269484045
耐震,1,火属性攻击强化,2,3,2,0,269484045
破坏王,1,精灵加护,2,2,2,0,269484045
骑乘名人,1,提供,1,2,1,1,269484045
饥饿耐性,2,满足感,2,3,2,0,269484045
装填速度,2,火属性攻击强化,1,2,1,1,269484045
吹笛名人,1,减轻后坐力,1,4,0,0,269484045
快吃,2,贯穿弹・贯穿箭强化,1,2,1,0,269484045
减轻后坐力,2,泡沫之舞,1,2,1,1,269484045
耳塞,1,火属性攻击强化,1,2,1,1,269484045
道具使用强化,1,精灵加护,2,3,2,0,269484045
逆袭,2,冰属性攻击强化,1,2,1,1,269484045
饥饿耐性,2,击晕术,1,3,1,1,269484045
满足感,2,逆袭,1,4,0,0,269484045
骑乘名人,1,弱点特效,1,4,0,0,269484045
高速变形,2,体术,3,2,2,0,269484045
防御,2,精神抖擞,1,2,1,1,269484045
体术,2,精灵加护,2,4,0,0,269484045
耳塞,1,风压耐性,2,4,0,0,269484045
回避距离提升,3,炮弹装填,1,3,0,0,269484045
爆破属性强化,2,,0,,0,3,1,1,269484045
力量解放,3,,0,,0,3,0,0,269484045
打磨术【锐】,2,因祸得福,1,0,0,0,269484045
破坏王,2,骑乘名人,1,4,0,0,269484045
墙面移动,1,泡沫之舞,2,2,2,1,269484045
合气,2,挑战者,1,3,1,0,269484045
逆袭,2,水属性攻击强化,2,4,0,0,269484045
回避性能,2,高速变形,2,2,1,1,269484045
风压耐性,2,吹笛名人,1,2,2,1,269484045
走壁移动【翔】,1,不屈,1,3,1,1,269484045
